Xraw,Yraw,Zraw,Xnorm,Ynorm,Znorm
-308,14852,5432,-0.16,8.92,3.41
-476,14868,5548,-0.27,8.94,3.34
-504,14852,5568,-0.3,8.91,3.35
-264,14916,5812,-0.16,8.91,3.47
-456,14916,5588,-0.24,8.9,3.27
-360,15032,5512,-0.28,8.94,3.33
-428,14912,5536,-0.19,8.97,3.29
-384,15052,5680,-0.19,8.97,3.42
-440,15048,5500,-0.25,9.05,3.27
-512,14960,5552,-0.32,8.95,3.34
-484,14848,5480,-0.26,8.84,3.28
-332,15120,5576,-0.19,9.01,3.3
-464,14928,5532,-0.31,8.96,3.31
-416,14908,5516,-0.25,8.92,3.28
-448,15024,5496,-0.28,8.97,3.27
-384,14924,5468,-0.17,8.95,3.31
-472,14992,5488,-0.32,8.91,3.29
-508,15124,5456,-0.28,8.99,3.25
-628,15076,5576,-0.33,8.99,3.39
-500,14896,5460,-0.26,8.92,3.35
-392,15028,5304,-0.3,9.02,3.25
-540,14876,5456,-0.3,8.9,3.31
-536,15016,5516,-0.33,9,3.24
-404,14988,5488,-0.26,8.93,3.27
-372,15020,5408,-0.19,8.96,3.26
-292,15112,5436,-0.15,9.04,3.28
-672,14892,5432,-0.41,8.93,3.25
-484,14964,5644,-0.33,8.98,3.34
-300,14976,5548,-0.14,9,3.35
-452,15056,5564,-0.32,9.02,3.34
-596,15004,5384,-0.35,8.96,3.31
-412,14980,5312,-0.27,8.94,3.24
-324,15032,5436,-0.17,9.04,3.31
-420,14904,5456,-0.28,9.01,3.22
-444,15076,5496,-0.3,8.96,3.29
-392,15052,5676,-0.23,8.98,3.32
-492,15016,5384,-0.29,8.99,3.22
-192,15028,5476,-0.07,9.01,3.33
-504,14960,5340,-0.33,8.96,3.14
-580,14972,5408,-0.37,8.97,3.24
-556,14908,5364,-0.31,8.98,3.27
-392,15092,5316,-0.2,8.96,3.24
-368,14968,5508,-0.17,8.98,3.29
-500,14924,5468,-0.36,8.9,3.33
-528,14976,5436,-0.4,9,3.24
-284,15048,5444,-0.2,9,3.21
-304,14856,5348,-0.22,8.99,3.25
-628,15000,5396,-0.42,8.94,3.22
-552,15136,5592,-0.32,8.97,3.36
-516,15020,5448,-0.37,9.01,3.29
-624,14940,5404,-0.35,8.96,3.16
-280,15204,5456,-0.2,9.13,3.29
-288,15008,5588,-0.2,8.99,3.38
-280,15064,5404,-0.17,9.04,3.25
-412,15000,5468,-0.23,9.01,3.24
-504,14900,5512,-0.28,9.02,3.32
-272,14972,5476,-0.19,8.93,3.33
-520,15040,5352,-0.35,9.01,3.24
-320,15060,5380,-0.14,9.01,3.21
-308,15052,5316,-0.2,9.06,3.28
-532,15016,5392,-0.28,8.93,3.24
-444,14964,5540,-0.26,8.98,3.2
-248,15040,5516,-0.17,8.99,3.25
-396,15036,5300,-0.23,9.04,3.14
-208,14964,5300,-0.22,8.97,3.22
-356,15116,5464,-0.21,9.01,3.26
-436,15064,5348,-0.27,9.03,3.2
-504,15092,5428,-0.3,9.01,3.27
-396,15124,5568,-0.28,9.07,3.35
-488,14960,5416,-0.25,8.97,3.2
-480,14940,5636,-0.31,8.95,3.34
-56,15072,5456,-0.03,9.02,3.26
-328,14952,5284,-0.16,8.97,3.19
-436,15124,5460,-0.26,9.05,3.27
-40,15320,6272,0.05,9.2,3.82
216,15904,7488,0.14,9.56,4.46
760,16196,9468,0.47,9.72,5.72
1148,17028,11220,0.69,10.17,6.72
-2108,15556,11472,-1.33,9.29,6.92
-1844,14328,13784,-1.1,8.5,8.27
-1396,11120,13944,-0.87,6.53,8.43
928,8424,14196,0.56,5.06,8.43
1648,5528,12184,1.05,3.25,7.25
4744,2500,11980,2.86,1.5,7.08
4376,1080,12740,2.55,0.61,7.64
6220,2436,13748,3.76,1.38,8.32
7852,3820,13544,4.71,2.36,8.08
8420,3488,14224,5.12,2.12,8.47
7920,2784,14184,4.72,1.6,8.55
6860,1140,14396,4.05,0.7,8.52
8024,880,14616,4.79,0.55,8.7
7320,912,15184,4.34,0.54,9.07
6776,6524,21108,4.16,4.01,12.72
10172,4768,19628,5.86,2.81,11.64
7828,-7560,764,4.55,-4.53,0.26
6620,-11796,-2208,4.18,-7.09,-1.08
3800,-13424,996,2.33,-8.08,0.73
6612,-9256,4988,3.96,-5.54,2.98
6212,3788,15216,3.83,2.19,9.26
8088,6360,21544,4.8,3.86,12.87
6416,4552,18448,3.81,2.7,10.88
6660,3932,15324,3.9,2.27,9.13
5884,3472,14888,3.52,2.1,8.85
5740,3336,14820,3.44,2.02,8.85
6244,3768,15252,3.68,2.24,9.18
5868,3680,15184,3.52,2.17,9.07
5892,3640,15332,3.57,2.14,9.15
6184,3324,15312,3.67,1.98,9.19
5992,3304,14984,3.52,2.03,8.89
5784,3000,14672,3.47,1.77,8.82
6000,3652,14444,3.6,2.15,8.63
6712,4008,14004,4,2.43,8.42
6428,3904,14100,3.79,2.37,8.46
6008,3536,14532,3.56,2.15,8.7
7076,4272,13864,4.2,2.53,8.25
7244,4568,13404,4.47,2.72,8.08
4952,4740,13852,3,2.85,8.31
5240,5504,14360,3.12,3.33,8.64
4964,5372,13252,3.01,3.21,8.04
3112,7180,14608,1.84,4.35,8.77
2928,7484,15532,1.68,4.49,9.3
2296,7144,12656,1.44,4.27,7.65
3404,8604,12072,2.04,5.15,7.22
3616,9304,11592,2.23,5.52,6.98
3480,11204,12388,2.13,6.67,7.33
1504,12172,11788,1.02,7.29,7.13
1256,13172,11328,0.68,7.93,6.67
1120,13944,10508,0.68,8.45,6.26
1536,14224,10552,0.98,8.43,6.31
2572,15688,7964,1.58,9.38,4.71
3100,16000,7240,1.81,9.62,4.31
-572,15476,5360,-0.41,9.28,3.15
-368,15176,5768,-0.24,9.04,3.43
-512,15048,5504,-0.34,8.99,3.33
28,14996,5088,0.01,8.97,3.09
56,15184,4708,0.04,9.04,2.9
736,15168,5112,0.45,9.02,3.04
708,15204,5320,0.4,9.08,3.1
396,14976,5612,0.23,9.01,3.38
256,14948,5480,0.15,8.99,3.25
140,15200,5276,0.14,9.05,3.22
332,15112,5460,0.18,9.01,3.25
300,14900,5428,0.18,8.94,3.24
320,15120,5464,0.25,9.02,3.21
272,14996,5364,0.17,8.96,3.28
336,14980,5324,0.18,8.98,3.23
228,15140,5564,0.13,9.06,3.37
132,15224,5336,0.04,9.07,3.25
164,15036,5388,0.1,8.99,3.22
76,14984,5192,0.09,9.01,3.21
424,14988,5428,0.26,9,3.2
332,15040,5396,0.2,8.99,3.28
200,15144,5316,0.15,9.03,3.2
100,14900,5508,0.04,8.97,3.28
228,15016,5340,0.08,9.03,3.2
240,15020,5412,0.11,9.07,3.27
60,14980,5456,0.02,8.91,3.25
300,15180,5508,0.15,9.12,3.28
164,15036,5320,0.05,9,3.3
108,15136,5288,0.08,9.04,3.18
284,14992,5540,0.12,8.94,3.34
304,15064,5464,0.19,8.98,3.29
124,15140,5424,0.08,9.02,3.24
196,14996,5468,0.11,9.03,3.34
216,15144,5428,0.19,9.06,3.32
208,15096,5440,0.11,9.02,3.26
124,15116,5480,0.09,8.98,3.25
292,14884,5404,0.2,8.94,3.17
128,15132,5356,0.09,9.05,3.26
